id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
162039,juan,camara,21/22,2022-06-30,Sabah FK,Jagiellonia,450000,End of loan
162039,juan,camara,21/22,2021-07-08,Jagiellonia,Sabah FK,600000,loan transfer
162039,juan,camara,20/21,2021-06-30,Univ. Craiova,Jagiellonia,600000,End of loan
162039,juan,camara,20/21,2021-02-15,Jagiellonia,Univ. Craiova,600000,loan transfer
162039,juan,camara,20/21,2021-01-15,FC Dinamo,Jagiellonia,600000,End of loan
162039,juan,camara,20/21,2020-09-08,Jagiellonia,FC Dinamo,400000,loan transfer
162039,juan,camara,19/20,2019-07-01,Miedz Legnica,Jagiellonia,500000,200000
162039,juan,camara,18/19,2018-08-09,Barcelona B,Miedz Legnica,300000,free transfer
162039,juan,camara,17/18,2018-06-30,Reus Deportiu,Barcelona B,300000,End of loan
162039,juan,camara,17/18,2017-08-10,Barcelona B,Reus Deportiu,300000,loan transfer
162039,juan,camara,16/17,2017-06-30,Girona,Barcelona B,300000,End of loan
162039,juan,camara,16/17,2016-08-31,Barcelona B,Girona,700000,loan transfer
162039,juan,camara,14/15,2014-07-03,Villarreal CF B,Barcelona B,0,free transfer
162039,juan,camara,12/13,2012-07-01,FC Villarreal C,Villarreal CF B,0,0
162039,juan,camara,11/12,2011-07-01,Villarreal U19,FC Villarreal C,0,0
