season,date,sourceTeam,destTeam,marketValue,price
21/22,2021-09-01,Saint-Étienne,Piast Gliwice,1600000,free transfer
20/21,2021-06-30,Hatayspor,Saint-Étienne,1600000,End of loan
20/21,2020-08-28,Saint-Étienne,Hatayspor,600000,loan transfer
19/20,2020-07-31,Atromitos Athen,Saint-Étienne,625000,End of loan
18/19,2019-01-22,Saint-Étienne,Atromitos Athen,650000,loan transfer
18/19,2019-01-21,Mouscron,Saint-Étienne,650000,End of loan
18/19,2018-07-01,Saint-Étienne,Mouscron,750000,loan transfer
17/18,2017-08-09,Atromitos Athen,Saint-Étienne,750000,800000
16/17,2016-07-21,Atromitos U20,Atromitos Athen,0,0
