id,name,season,competition,gamesPlayed,goals,minutes
605780,dawid-kocyla,22/23,Ekstraklasa,11,1,227
605780,dawid-kocyla,22/23,Fortuna Puchar Polski,1,1,90
605780,dawid-kocyla,21/22,Ekstraklasa,13,0,671
605780,dawid-kocyla,21/22,Ekstraklasa,11,0,600
605780,dawid-kocyla,21/22,Fortuna Puchar Polski,1,0,64
605780,dawid-kocyla,20/21,Ekstraklasa,27,4,1742
605780,dawid-kocyla,20/21,Fortuna Puchar Polski,2,0,147
605780,dawid-kocyla,19/20,Ekstraklasa,11,3,559
605780,dawid-kocyla,19/20,1 Liga,15,3,795
605780,dawid-kocyla,18/19,CLJ,18,4,1185
605780,dawid-kocyla,18/19,eWinner 2 liga,0,0,0
