season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-07-12,Sl. Wroclaw II,Slask Wroclaw,0,0
21/22,2022-02-17,Legia II,Sl. Wroclaw II,0,free transfer
21/22,2021-08-01,Legia U19,Legia II,0,0
19/20,2019-07-01,Ursus U19,Legia U19,0,free transfer
18/19,2018-07-01,Dynamo Kyiv U17,Ursus U19,0,free transfer
