id,name,season,competition,gamesPlayed,goals,minutes
74722,rafal-pietrzak,22/23,Ekstraklasa,20,0,1629
74722,rafal-pietrzak,22/23,Fortuna Puchar Polski,2,1,210
74722,rafal-pietrzak,22/23,UECL Kwalifikacje,4,1,282
74722,rafal-pietrzak,21/22,Ekstraklasa,29,0,1540
74722,rafal-pietrzak,21/22,Fortuna Puchar Polski,1,0,90
74722,rafal-pietrzak,20/21,Ekstraklasa,26,1,2108
74722,rafal-pietrzak,20/21,Fortuna Puchar Polski,2,0,180
74722,rafal-pietrzak,19/20,Fortuna Puchar Polski,2,0,173
74722,rafal-pietrzak,19/20,Ekstraklasa,11,0,885
74722,rafal-pietrzak,19/20,Jupiler Pro League,15,0,1068
74722,rafal-pietrzak,19/20,Beker van Belgie,0,0,0
74722,rafal-pietrzak,18/19,Ekstraklasa,36,3,3136
74722,rafal-pietrzak,18/19,Fortuna Puchar Polski,1,0,120
74722,rafal-pietrzak,17/18,3 Liga - Grupa III,7,2,618
74722,rafal-pietrzak,17/18,Ekstraklasa,4,0,360
74722,rafal-pietrzak,17/18,Ekstraklasa,0,0,0
74722,rafal-pietrzak,17/18,Fortuna Puchar Polski,1,0,90
74722,rafal-pietrzak,16/17,Ekstraklasa,9,1,479
74722,rafal-pietrzak,16/17,Fortuna Puchar Polski,2,0,137
74722,rafal-pietrzak,15/16,Ekstraklasa,6,0,512
74722,rafal-pietrzak,15/16,1 Liga,17,0,1424
74722,rafal-pietrzak,15/16,Fortuna Puchar Polski,3,0,270
74722,rafal-pietrzak,14/15,1 Liga,33,2,2952
74722,rafal-pietrzak,14/15,Fortuna Puchar Polski,1,0,44
74722,rafal-pietrzak,13/14,1 Liga,31,1,2451
74722,rafal-pietrzak,13/14,Fortuna Puchar Polski,1,0,120
74722,rafal-pietrzak,12/13,1 Liga,24,0,1184
74722,rafal-pietrzak,12/13,Fortuna Puchar Polski,1,0,45
74722,rafal-pietrzak,11/12,1 Liga,9,0,545
74722,rafal-pietrzak,11/12,Fortuna Puchar Polski,1,0,120
74722,rafal-pietrzak,10/11,Ekstraklasa,5,0,160
74722,rafal-pietrzak,10/11,Fortuna Puchar Polski,1,0,77
74722,rafal-pietrzak,10/11,Fortuna Puchar Polski,1,0,74
74722,rafal-pietrzak,09/10,Fortuna Puchar Polski,3,0,69
74722,rafal-pietrzak,07/08,Ekstraklasa,1,0,11
