id,name,season,competition,gamesPlayed,goals,minutes
58949,yevgen-konoplyanka,22/23,Ekstraklasa,13,1,711
58949,yevgen-konoplyanka,22/23,Fortuna Puchar Polski,2,2,120
58949,yevgen-konoplyanka,21/22,Ekstraklasa,10,0,532
58949,yevgen-konoplyanka,21/22,Liga Mistrzów,0,0,0
58949,yevgen-konoplyanka,21/22,Premier Liha,0,0,0
58949,yevgen-konoplyanka,21/22,Kwalifikacje do Ligi Mistrzów,2,0,47
58949,yevgen-konoplyanka,20/21,Premier Liha,8,0,205
58949,yevgen-konoplyanka,20/21,Liga Europy,4,0,58
58949,yevgen-konoplyanka,20/21,Puchar Ukrainy,1,0,64
58949,yevgen-konoplyanka,20/21,Superpuchar Ukrainy,1,0,20
58949,yevgen-konoplyanka,19/20,Liga Europy,5,0,32
58949,yevgen-konoplyanka,19/20,Premier Liga - Meisterrunde,7,1,312
58949,yevgen-konoplyanka,19/20,Premier Liha,13,3,899
58949,yevgen-konoplyanka,19/20,Liga Mistrzów,4,1,180
58949,yevgen-konoplyanka,19/20,Puchar Ukrainy,1,0,73
58949,yevgen-konoplyanka,18/19,Bundesliga,13,1,654
58949,yevgen-konoplyanka,18/19,DFB-Pokal,2,0,98
58949,yevgen-konoplyanka,18/19,Liga Mistrzów,6,0,462
58949,yevgen-konoplyanka,17/18,Bundesliga,27,4,1567
58949,yevgen-konoplyanka,17/18,DFB-Pokal,3,2,218
58949,yevgen-konoplyanka,16/17,Bundesliga,17,1,601
58949,yevgen-konoplyanka,16/17,Liga Europy,8,2,363
58949,yevgen-konoplyanka,16/17,DFB-Pokal,2,3,107
58949,yevgen-konoplyanka,16/17,LaLiga,0,0,0
58949,yevgen-konoplyanka,16/17,Supercopa,1,0,90
58949,yevgen-konoplyanka,16/17,UEFA Super Cup,1,1,53
58949,yevgen-konoplyanka,15/16,Puchar Króla,7,1,308
58949,yevgen-konoplyanka,15/16,Liga Europy,6,0,274
58949,yevgen-konoplyanka,15/16,LaLiga,32,4,1611
58949,yevgen-konoplyanka,15/16,Liga Mistrzów,6,2,423
58949,yevgen-konoplyanka,15/16,UEFA Super Cup,1,1,52
58949,yevgen-konoplyanka,14/15,Premier Liha,21,7,1431
58949,yevgen-konoplyanka,14/15,Liga Europy,15,1,1299
58949,yevgen-konoplyanka,14/15,Puchar Ukrainy,4,0,313
58949,yevgen-konoplyanka,14/15,Kwalifikacje do Ligi Mistrzów,2,0,180
58949,yevgen-konoplyanka,13/14,Premier Liha,27,8,2097
58949,yevgen-konoplyanka,13/14,Liga Europy,8,4,715
58949,yevgen-konoplyanka,13/14,Puchar Ukrainy,1,1,45
58949,yevgen-konoplyanka,12/13,Premier Liha,20,2,1361
58949,yevgen-konoplyanka,12/13,Puchar Ukrainy,3,0,225
58949,yevgen-konoplyanka,12/13,Liga Europy,9,3,735
58949,yevgen-konoplyanka,11/12,Premier Liha,28,8,2255
58949,yevgen-konoplyanka,11/12,Puchar Ukrainy,2,1,133
58949,yevgen-konoplyanka,11/12,Liga Europy,2,0,180
58949,yevgen-konoplyanka,10/11,Premier Liha,25,6,2126
58949,yevgen-konoplyanka,10/11,Puchar Ukrainy,3,0,300
58949,yevgen-konoplyanka,10/11,Kwalifikacje do Ligi Europy,3,0,270
58949,yevgen-konoplyanka,09/10,Premier Liha,22,4,1550
58949,yevgen-konoplyanka,09/10,Puchar Ukrainy,2,0,102
58949,yevgen-konoplyanka,08/09,Premier Liha,12,0,304
58949,yevgen-konoplyanka,08/09,Puchar Ukrainy,0,0,0
58949,yevgen-konoplyanka,07/08,Premier Liha,2,0,7
58949,yevgen-konoplyanka,07/08,Puchar Ukrainy,1,0,17
