id,name,dates,marketValue
58949,yevgen-konoplyanka,2007-10-06,150000
58949,yevgen-konoplyanka,2008-10-21,200000
58949,yevgen-konoplyanka,2009-03-07,350000
58949,yevgen-konoplyanka,2009-09-23,600000
58949,yevgen-konoplyanka,2010-02-17,800000
58949,yevgen-konoplyanka,2010-05-17,1250000
58949,yevgen-konoplyanka,2010-08-27,3000000
58949,yevgen-konoplyanka,2011-01-01,4000000
58949,yevgen-konoplyanka,2011-06-15,5000000
58949,yevgen-konoplyanka,2012-01-04,7500000
58949,yevgen-konoplyanka,2012-07-01,10000000
58949,yevgen-konoplyanka,2013-06-16,15000000
58949,yevgen-konoplyanka,2014-01-01,17000000
58949,yevgen-konoplyanka,2014-06-29,17000000
58949,yevgen-konoplyanka,2014-12-24,16000000
58949,yevgen-konoplyanka,2015-06-06,18000000
58949,yevgen-konoplyanka,2015-06-30,20000000
58949,yevgen-konoplyanka,2015-11-22,25000000
58949,yevgen-konoplyanka,2016-02-21,25000000
58949,yevgen-konoplyanka,2016-05-31,25000000
58949,yevgen-konoplyanka,2016-07-14,25000000
58949,yevgen-konoplyanka,2016-10-12,18000000
58949,yevgen-konoplyanka,2017-02-06,16000000
58949,yevgen-konoplyanka,2017-03-21,12000000
58949,yevgen-konoplyanka,2017-06-18,10000000
58949,yevgen-konoplyanka,2017-10-17,12500000
58949,yevgen-konoplyanka,2017-12-27,12500000
58949,yevgen-konoplyanka,2018-04-03,9000000
58949,yevgen-konoplyanka,2018-06-04,10000000
58949,yevgen-konoplyanka,2018-12-17,10000000
58949,yevgen-konoplyanka,2019-06-04,6500000
58949,yevgen-konoplyanka,2020-01-07,6000000
58949,yevgen-konoplyanka,2020-04-07,4800000
58949,yevgen-konoplyanka,2020-09-03,5000000
58949,yevgen-konoplyanka,2021-01-13,4000000
58949,yevgen-konoplyanka,2021-05-26,2000000
58949,yevgen-konoplyanka,2021-12-19,1500000
58949,yevgen-konoplyanka,2022-06-13,1200000
58949,yevgen-konoplyanka,2022-09-28,800000
58949,yevgen-konoplyanka,2022-11-15,700000
