season,date,sourceTeam,destTeam,marketValue,price
19/20,2019-07-01,Lech Poznan,Wisla Plock,300000,free transfer
17/18,2018-01-11,Jagiellonia,Lech Poznan,450000,125000
15/16,2015-07-01,Podbeskidzie,Jagiellonia,200000,free transfer
14/15,2014-07-01,Arka Gdynia,Podbeskidzie,250000,free transfer
11/12,2012-02-01,F. Swinoujscie,Arka Gdynia,200000,40000
10/11,2011-02-08,Polonia Bytom,F. Swinoujscie,150000,free transfer
08/09,2008-08-27,Przeboj Wolbrom,Polonia Bytom,0,15000
05/06,2005-07-01,Hutnik Krakow,Przeboj Wolbrom,0,free transfer
