season,date,sourceTeam,destTeam,marketValue,price
21/22,2021-07-01,Rakow,Slask Wroclaw,1500000,free transfer
18/19,2018-07-01,Hradec Kralove,Rakow,350000,free transfer
14/15,2014-07-01,Hr. Kralove B,Hradec Kralove,100000,0
10/11,2010-07-01,Hr. Kralove U19,Hr. Kralove B,0,0
08/09,2008-07-01,Hr. Kralove U17,Hr. Kralove U19,0,0
