id,name,season,competition,gamesPlayed,goals,minutes
904124,mateusz-letkiewicz,22/23,CLJ,8,0,720
904124,mateusz-letkiewicz,22/23,3 Liga - Grupa III,8,0,628
904124,mateusz-letkiewicz,21/22,3 Liga - Grupa III,9,1,732
904124,mateusz-letkiewicz,21/22,1 Liga,1,0,8
904124,mateusz-letkiewicz,20/21,CLJ,1,0,90
