id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
147045,levent,gulen,22/23,2022-07-01,Volos NPS,Miedz Legnica,300000,free transfer
147045,levent,gulen,21/22,2021-07-01,Ankaraspor,Volos NPS,175000,free transfer
147045,levent,gulen,20/21,2020-10-05,Without Club,Ankaraspor,300000,0
147045,levent,gulen,19/20,2020-03-26,Kayserispor,Without Club,300000,0
147045,levent,gulen,16/17,2016-08-17,Grasshoppers,Kayserispor,900000,0
147045,levent,gulen,15/16,2016-06-30,FC Vaduz,Grasshoppers,900000,End of loan
147045,levent,gulen,15/16,2016-02-09,Grasshoppers,FC Vaduz,1000000,loan transfer
147045,levent,gulen,13/14,2014-06-30,Kayserispor,Grasshoppers,150000,End of loan
147045,levent,gulen,13/14,2014-01-08,Grasshoppers,Kayserispor,50000,loan transfer
147045,levent,gulen,12/13,2012-07-01,GC Zürich U21,Grasshoppers,50000,0
147045,levent,gulen,11/12,2011-07-01,GC Zürich U18,GC Zürich U21,0,0
