id,name,dates,marketValue
244782,mateusz-grzybek,2013-08-18,50000
244782,mateusz-grzybek,2015-03-13,100000
244782,mateusz-grzybek,2015-06-29,150000
244782,mateusz-grzybek,2016-01-16,0
244782,mateusz-grzybek,2016-09-03,125000
244782,mateusz-grzybek,2017-03-01,100000
244782,mateusz-grzybek,2017-08-15,125000
244782,mateusz-grzybek,2018-01-24,100000
244782,mateusz-grzybek,2018-07-02,100000
244782,mateusz-grzybek,2019-02-20,75000
244782,mateusz-grzybek,2019-07-17,125000
244782,mateusz-grzybek,2020-02-27,125000
244782,mateusz-grzybek,2021-02-23,150000
244782,mateusz-grzybek,2021-06-29,250000
244782,mateusz-grzybek,2021-10-14,350000
244782,mateusz-grzybek,2021-12-30,450000
244782,mateusz-grzybek,2022-06-13,300000
244782,mateusz-grzybek,2022-09-28,400000
244782,mateusz-grzybek,2022-11-15,550000
