season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-07-10,Coimbra,Radomiak,275000,free transfer
21/22,2021-08-27,FC Porto B,Coimbra,500000,0
18/19,2018-07-01,FC Porto U19,FC Porto B,0,0
17/18,2017-08-01,Juventus U17,FC Porto U19,0,0
15/16,2015-07-01,Juventus Youth,Juventus U17,0,0
14/15,2014-08-15,Vicenza Yth.,Juventus Youth,0,0
