id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
118428,mikolaj,lebedynski,22/23,2022-07-01,Chrobry Glogow,Stal Mielec,250000,20000
118428,mikolaj,lebedynski,18/19,2019-01-31,Without Club,Chrobry Glogow,75000,0
118428,mikolaj,lebedynski,18/19,2018-07-01,Wisla Plock,Without Club,125000,0
118428,mikolaj,lebedynski,17/18,2018-06-30,Gornik Leczna,Wisla Plock,125000,End of loan
118428,mikolaj,lebedynski,17/18,2018-02-28,Wisla Plock,Gornik Leczna,125000,loan transfer
118428,mikolaj,lebedynski,16/17,2017-06-30,GKS Katowice,Wisla Plock,150000,End of loan
118428,mikolaj,lebedynski,16/17,2016-08-31,Wisla Plock,GKS Katowice,250000,loan transfer
118428,mikolaj,lebedynski,14/15,2014-10-29,Without Club,Wisla Plock,350000,0
118428,mikolaj,lebedynski,14/15,2014-07-01,Podbeskidzie,Without Club,350000,0
118428,mikolaj,lebedynski,13/14,2014-01-21,Häcken,Podbeskidzie,350000,free transfer
118428,mikolaj,lebedynski,13/14,2013-08-14,Roda JC,Häcken,350000,free transfer
118428,mikolaj,lebedynski,12/13,2012-07-01,Pogon Szczecin,Roda JC,250000,10000
118428,mikolaj,lebedynski,11/12,2012-06-30,Roda JC,Pogon Szczecin,250000,End of loan
118428,mikolaj,lebedynski,11/12,2011-08-17,Pogon Szczecin,Roda JC,150000,loan transfer
118428,mikolaj,lebedynski,07/08,2007-07-01,Pogon U19,Pogon Szczecin,0,0
