id,name,season,competition,gamesPlayed,goals
877538,bassekou-diabate,2022,Ekstraklasa,12,0
877538,bassekou-diabate,2022,UECL Kwalifikacje,1,0
877538,bassekou-diabate,2022,Fortuna Puchar Polski,1,0
877538,bassekou-diabate,2021,Ekstraklasa,17,0
877538,bassekou-diabate,2021,Fortuna Puchar Polski,1,0
877538,bassekou-diabate,2020,4,06.06.2021,W
877538,bassekou-diabate,2020,9,11.06.2021,W
877538,bassekou-diabate,2020,51,15.06.2021,W
877538,bassekou-diabate,2019,Grupa A,24.03.2021,W
877538,bassekou-diabate,2019,Grupa A,28.03.2021,D
