id,name,dates,marketValue
237317,adrian-danek,2012-12-24,50000
237317,adrian-danek,2013-11-04,75000
237317,adrian-danek,2015-03-13,50000
237317,adrian-danek,2015-06-29,50000
237317,adrian-danek,2016-01-16,50000
237317,adrian-danek,2016-09-03,50000
237317,adrian-danek,2017-03-01,50000
237317,adrian-danek,2017-07-04,50000
237317,adrian-danek,2018-01-15,175000
237317,adrian-danek,2018-07-02,200000
237317,adrian-danek,2019-01-24,150000
237317,adrian-danek,2019-07-17,150000
237317,adrian-danek,2020-02-27,125000
237317,adrian-danek,2021-02-23,100000
237317,adrian-danek,2021-06-29,125000
237317,adrian-danek,2022-01-13,150000
237317,adrian-danek,2022-06-23,250000
237317,adrian-danek,2022-09-28,300000
237317,adrian-danek,2022-11-15,250000
