season,date,sourceTeam,destTeam,marketValue,price
21/22,2021-08-31,FC Porto B,Radomiak,750000,free transfer
20/21,2020-07-01,FC Porto U19,FC Porto B,-,-
18/19,2018-07-01,FC Porto U17,FC Porto U19,-,-
16/17,2016-07-01,FC Porto U15,FC Porto U17,-,-
14/15,2014-07-01,FC Porto Youth,FC Porto U15,-,-
