id,name,dates,marketValue
131321,adrian-lis,2010-02-28,25000
131321,adrian-lis,2012-02-18,50000
131321,adrian-lis,2013-01-02,150000
131321,adrian-lis,2014-03-02,75000
131321,adrian-lis,2016-08-19,0
131321,adrian-lis,2018-01-24,0
131321,adrian-lis,2018-06-09,75000
131321,adrian-lis,2019-01-19,0
131321,adrian-lis,2019-02-20,75000
131321,adrian-lis,2019-07-17,75000
131321,adrian-lis,2020-02-27,150000
131321,adrian-lis,2020-08-26,250000
131321,adrian-lis,2021-01-18,250000
131321,adrian-lis,2021-05-20,500000
131321,adrian-lis,2021-10-14,350000
131321,adrian-lis,2021-12-30,350000
131321,adrian-lis,2022-06-13,250000
131321,adrian-lis,2022-09-28,300000
131321,adrian-lis,2022-11-15,450000
