season,date,sourceTeam,destTeam,marketValue,price
18/19,2019-06-30,Skra Czesto.,Slask Wroclaw,0,End of loan
18/19,2018-09-01,Slask Wroclaw,Skra Czesto.,100000,loan transfer
18/19,2018-08-31,Wigry Suwalki,Slask Wroclaw,100000,End of loan
18/19,2018-07-01,Slask Wroclaw,Wigry Suwalki,100000,loan transfer
17/18,2017-07-12,Sl. Wroclaw II,Slask Wroclaw,0,0
16/17,2017-01-17,Slask U19,Sl. Wroclaw II,0,0
16/17,2016-07-01,LKS U19,Slask U19,0,10000
14/15,2014-07-01,GKS Ksawerów,LKS U19,0,0
