season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-07-26,Gornik II,Górnik Zabrze,0,0
21/22,2022-01-01,Gornik U19,Gornik II,0,0
21/22,2021-07-01,Zabrze Youth,Gornik U19,0,0
