id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
135217,patrick,olsen,21/22,2022-02-15,Aarhus GF,Slask Wroclaw,1500000,200000
135217,patrick,olsen,20/21,2020-08-19,Aalborg BK,Aarhus GF,1000000,1000000
135217,patrick,olsen,19/20,2019-07-01,FC Helsingör,Aalborg BK,250000,0
135217,patrick,olsen,17/18,2017-09-16,Without Club,FC Helsingör,500000,free transfer
135217,patrick,olsen,17/18,2017-08-31,Grasshoppers,Without Club,500000,0
135217,patrick,olsen,16/17,2017-01-27,Lens,Grasshoppers,500000,free transfer
135217,patrick,olsen,15/16,2015-08-27,Haugesund,Lens,500000,free transfer
135217,patrick,olsen,14/15,2015-04-24,Without Club,Haugesund,500000,0
135217,patrick,olsen,14/15,2015-02-02,Inter,Without Club,500000,0
135217,patrick,olsen,14/15,2014-12-31,Strømsgodset,Inter,500000,End of loan
135217,patrick,olsen,13/14,2014-02-09,Inter,Strømsgodset,800000,loan transfer
135217,patrick,olsen,13/14,2013-07-01,Inter U19,Inter,350000,0
135217,patrick,olsen,12/13,2012-08-31,Bröndby IF U19,Inter U19,0,260000
135217,patrick,olsen,10/11,2010-07-01,Bröndby IF U17,Bröndby IF U19,0,0
