season,date,sourceTeam,destTeam,marketValue,price
22/23,2023-01-19,Vancouver,Korona Kielce,400000,free transfer
21/22,2021-08-20,FSV Zwickau,Vancouver,150000,free transfer
19/20,2019-07-08,Heart of Midl.,FSV Zwickau,100000,free transfer
17/18,2017-12-31,Berwick Rangers,Heart of Midl.,-,End of loan
17/18,2017-08-31,Heart of Midl.,Berwick Rangers,-,loan transfer
17/18,2017-07-01,Hearts FC U20,Heart of Midl.,-,-
16/17,2016-07-01,Vaughan Azzurri,Hearts FC U20,-,free transfer
15/16,2016-01-01,Toronto FC II,Vaughan Azzurri,-,?
14/15,2015-03-21,TFC Academy,Toronto FC II,-,-
