id,firstName,lastName,season,competition,gamesPlayed,goals,minutes
920729,mateusz,kustosz,22/23,Ekstraklasa,0,0,0
920729,mateusz,kustosz,22/23,Fortuna Puchar Polski,0,0,0
920729,mateusz,kustosz,22/23,3 Liga - Grupa II,12,0,4
920729,mateusz,kustosz,21/22,3 Liga - Grupa II,17,0,8
