id,name,dates,marketValue
270905,filip-dagerstal,2015-04-10,125000
270905,filip-dagerstal,2015-06-13,175000
270905,filip-dagerstal,2015-11-28,125000
270905,filip-dagerstal,2016-06-16,125000
270905,filip-dagerstal,2016-12-10,450000
270905,filip-dagerstal,2017-06-19,800000
270905,filip-dagerstal,2017-11-16,800000
270905,filip-dagerstal,2018-06-19,700000
270905,filip-dagerstal,2019-01-15,1000000
270905,filip-dagerstal,2019-06-27,1000000
270905,filip-dagerstal,2019-11-19,1000000
270905,filip-dagerstal,2020-04-07,800000
270905,filip-dagerstal,2020-08-04,1000000
270905,filip-dagerstal,2020-12-09,1500000
270905,filip-dagerstal,2021-06-01,1800000
270905,filip-dagerstal,2021-12-28,1800000
270905,filip-dagerstal,2022-06-23,2000000
270905,filip-dagerstal,2022-11-15,1800000
