id,name,season,competition,gamesPlayed,goals
661404,norbert-paclawski,2022,eWinner 2 liga,18,2
661404,norbert-paclawski,2021,eWinner 2 liga,27,4
661404,norbert-paclawski,2021,Fortuna Puchar Polski,2,0
661404,norbert-paclawski,2020,CLJ,16,6
661404,norbert-paclawski,2020,eWinner 2 liga,13,0
661404,norbert-paclawski,2020,Ekstraklasa,2,0
661404,norbert-paclawski,2020,Fortuna Puchar Polski,2,1
661404,norbert-paclawski,2019,5,17.09.2019,D
661404,norbert-paclawski,2019,2,19.09.2019,D
661404,norbert-paclawski,2019,3,14.10.2019,W
661404,norbert-paclawski,2019,4,16.10.2019,W
661404,norbert-paclawski,2019,4,29.01.2020,D
661404,norbert-paclawski,2019,2,31.01.2020,W
661404,norbert-paclawski,2019,4,02.02.2020,W
661404,norbert-paclawski,2018,1,26.03.2019,W
661404,norbert-paclawski,2018,2,28.03.2019,W
661404,norbert-paclawski,2018,3,28.05.2019,W
661404,norbert-paclawski,2018,4,29.05.2019,W
661404,norbert-paclawski,2018,5,31.05.2019,D
