id,name,season,competition,gamesPlayed,goals,minutes
138350,fabio-nunes,22/23,Ekstraklasa,11,0,891
138350,fabio-nunes,22/23,Fortuna Puchar Polski,1,0,120
138350,fabio-nunes,21/22,1 Liga,24,2,1438
138350,fabio-nunes,21/22,Fortuna Puchar Polski,3,0,230
138350,fabio-nunes,20/21,Liga NOS,22,0,1818
138350,fabio-nunes,19/20,LigaPro,23,2,1580
138350,fabio-nunes,19/20,Taça de Portugal,3,1,238
138350,fabio-nunes,19/20,Allianz Cup,1,0,75
138350,fabio-nunes,18/19,Ledman LigaPro,22,3,1236
138350,fabio-nunes,18/19,Taça de Portugal,1,0,90
138350,fabio-nunes,17/18,Super League,8,3,414
138350,fabio-nunes,17/18,Kypello Elladas,1,0,68
138350,fabio-nunes,16/17,Liga NOS,13,0,586
138350,fabio-nunes,16/17,Liga NOS,3,0,170
138350,fabio-nunes,16/17,Allianz Cup,1,0,62
138350,fabio-nunes,15/16,Liga NOS,15,0,766
138350,fabio-nunes,15/16,Allianz Cup,4,0,264
138350,fabio-nunes,15/16,Liga Europy,3,0,45
138350,fabio-nunes,15/16,Taça de Portugal,1,0,60
138350,fabio-nunes,15/16,Kwalifikacje do Ligi Europy,2,0,36
138350,fabio-nunes,14/15,Liga NOS,17,2,565
138350,fabio-nunes,14/15,Allianz Cup,4,0,346
138350,fabio-nunes,14/15,Taça de Portugal,3,2,91
138350,fabio-nunes,13/14,Serie B,2,0,32
138350,fabio-nunes,13/14,Primavera C,1,0,60
138350,fabio-nunes,13/14,U21 PL,2,0,172
138350,fabio-nunes,13/14,Championship,1,0,9
138350,fabio-nunes,13/14,EFL Cup,0,0,0
138350,fabio-nunes,12/13,U21 PL Qualifikationsgr. 1,4,0,317
138350,fabio-nunes,12/13,FA Cup,0,0,0
138350,fabio-nunes,12/13,Championship,6,0,245
138350,fabio-nunes,12/13,U21 PL,1,0,90
138350,fabio-nunes,12/13,EFL Cup,1,0,90
138350,fabio-nunes,11/12,Primavera A,17,3,874
138350,fabio-nunes,11/12,Viareggio,3,1,60
