id,name,dates,marketValue
83616,benedikt-zech,2009-06-27,75000
83616,benedikt-zech,2009-11-08,100000
83616,benedikt-zech,2011-05-29,150000
83616,benedikt-zech,2011-12-07,175000
83616,benedikt-zech,2012-04-17,225000
83616,benedikt-zech,2012-06-03,250000
83616,benedikt-zech,2012-10-02,250000
83616,benedikt-zech,2013-04-10,250000
83616,benedikt-zech,2013-12-26,250000
83616,benedikt-zech,2014-04-16,300000
83616,benedikt-zech,2015-01-10,250000
83616,benedikt-zech,2015-06-16,350000
83616,benedikt-zech,2015-12-28,450000
83616,benedikt-zech,2016-05-31,500000
83616,benedikt-zech,2016-12-21,500000
83616,benedikt-zech,2017-06-01,600000
83616,benedikt-zech,2018-01-01,750000
83616,benedikt-zech,2018-06-13,750000
83616,benedikt-zech,2018-12-18,750000
83616,benedikt-zech,2019-06-02,750000
83616,benedikt-zech,2020-01-14,800000
83616,benedikt-zech,2020-04-07,650000
83616,benedikt-zech,2021-01-18,650000
83616,benedikt-zech,2021-05-20,850000
83616,benedikt-zech,2021-10-14,1000000
83616,benedikt-zech,2021-12-30,1000000
83616,benedikt-zech,2022-04-06,800000
83616,benedikt-zech,2022-06-13,600000
83616,benedikt-zech,2022-11-15,400000
