id,name,season,competition,gamesPlayed,goals,minutes
699645,jakub-grzesiak,22/23,eWinner 2 liga,0,0,0
699645,jakub-grzesiak,22/23,Fortuna Puchar Polski,1,0,0
699645,jakub-grzesiak,21/22,3 Liga - Grupa III,22,0,4
699645,jakub-grzesiak,20/21,CLJ,4,0,2
699645,jakub-grzesiak,20/21,Ekstraklasa,0,0,0
699645,jakub-grzesiak,20/21,3 Liga - Grupa III,3,0,0
699645,jakub-grzesiak,19/20,CLJ,5,0,0
699645,jakub-grzesiak,19/20,3 Liga - Grupa III,0,0,0
