id,firstName,lastName,season,competition,gamesPlayed,goals,minutes
101070,andrzej,niewulis,22/23,Ekstraklasa,5,0,450
101070,andrzej,niewulis,22/23,Ekstraklasa,1,0,44
101070,andrzej,niewulis,22/23,Fortuna Puchar Polski,0,0,0
101070,andrzej,niewulis,22/23,3 Liga - Grupa III,3,0,270
101070,andrzej,niewulis,21/22,Fortuna Puchar Polski,3,1,197
101070,andrzej,niewulis,21/22,Ekstraklasa,20,2,1770
101070,andrzej,niewulis,21/22,UECL Kwalifikacje,6,1,593
101070,andrzej,niewulis,21/22,Superpuchar,1,0,90
101070,andrzej,niewulis,20/21,Ekstraklasa,23,2,1735
101070,andrzej,niewulis,20/21,Fortuna Puchar Polski,5,1,450
101070,andrzej,niewulis,19/20,Ekstraklasa,1,0,90
101070,andrzej,niewulis,18/19,Fortuna 1 Liga,25,4,2250
101070,andrzej,niewulis,18/19,Fortuna Puchar Polski,4,1,390
101070,andrzej,niewulis,17/18,Nice 1 Liga,33,6,2968
101070,andrzej,niewulis,17/18,Fortuna Puchar Polski,1,0,90
101070,andrzej,niewulis,16/17,Nice 1 Liga,27,1,2176
101070,andrzej,niewulis,15/16,eWinner 2 liga,28,5,2482
101070,andrzej,niewulis,14/15,eWinner 2 liga,28,0,2238
101070,andrzej,niewulis,14/15,Fortuna Puchar Polski,5,0,373
101070,andrzej,niewulis,13/14,2 Liga - Grupa wschodnia,14,1,1102
101070,andrzej,niewulis,13/14,1 Liga,0,0,0
101070,andrzej,niewulis,12/13,1 Liga,8,1,485
101070,andrzej,niewulis,12/13,Fortuna Puchar Polski,1,0,90
101070,andrzej,niewulis,11/12,Fortuna Puchar Polski,2,0,203
101070,andrzej,niewulis,10/11,1 Liga,13,0,999
101070,andrzej,niewulis,10/11,Fortuna Puchar Polski,1,0,45
101070,andrzej,niewulis,09/10,Fortuna Puchar Polski,1,0,45
101070,andrzej,niewulis,09/10,Ekstraklasa,2,0,90
