season,date,sourceTeam,destTeam,marketValue,price
22/23,2023-06-30,Garbarnia,Rakow,450000,End of loan
22/23,2023-01-17,Rakow,Garbarnia,450000,loan transfer
22/23,2022-07-12,Jagiellonia,Rakow,800000,150000
19/20,2020-06-18,Jagiellonia II,Jagiellonia,0,0
19/20,2019-07-01,Jagiellonia U19,Jagiellonia II,0,0
