season,date,sourceTeam,destTeam,marketValue,price
21/22,2022-06-30,Stomil Olsztyn,Legia Warszawa,200000,End of loan
21/22,2022-02-04,Legia Warszawa,Stomil Olsztyn,200000,loan transfer
20/21,2020-10-07,Legia II,Legia Warszawa,0,0
19/20,2020-02-02,MKS Polonia U19,Legia II,0,free transfer
