id,firstName,lastName,yearOfBirth,nationality,height,position,u15,u16,u17,u18,u19,u20,u21,team
554282,szymon,wlodarczyk,2003,Poland,"1,91",Centre-Forward,6,8,9,0,5,0,2,0
