season,date,sourceTeam,destTeam,marketValue,price
21/22,2022-02-01,Lech Poznan II,Lech Poznan,-,-
20/21,2020-08-06,Lech Academy,Lech Poznan II,-,-
19/20,2019-07-01,Wrocław A. U19,Lech Academy,-,?
