season,date,sourceTeam,destTeam,marketValue,price
21/22,2022-01-08,TSV Hartberg,Lechia Gdansk,350000,?
21/22,2021-07-01,Pogon Szczecin,TSV Hartberg,350000,free transfer
18/19,2018-07-01,SKN St. Pölten,Pogon Szczecin,400000,free transfer
14/15,2014-07-01,St. Pölten Jun.,SKN St. Pölten,-,-
12/13,2012-07-01,St. Pölten U18,St. Pölten Jun.,-,free transfer
10/11,2011-01-01,St. Pölten U16,St. Pölten U18,-,-
09/10,2009-07-01,AKA Austria U15,St. Pölten U17,-,?
08/09,2008-07-01,Perchtoldsd. J.,Austria U15,-,?
