id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
261085,bartosz,nowak,22/23,2022-08-03,Górnik Zabrze,Rakow,1800000,400000
261085,bartosz,nowak,20/21,2020-08-03,Stal Mielec,Górnik Zabrze,250000,free transfer
261085,bartosz,nowak,18/19,2018-07-16,Ruch Chorzow,Stal Mielec,150000,free transfer
261085,bartosz,nowak,17/18,2018-06-30,Stal Mielec,Ruch Chorzow,100000,End of loan
261085,bartosz,nowak,17/18,2018-01-18,Ruch Chorzow,Stal Mielec,150000,loan transfer
261085,bartosz,nowak,17/18,2017-07-01,Miedz Legnica,Ruch Chorzow,50000,60000
261085,bartosz,nowak,16/17,2017-06-30,Ruch Chorzow,Miedz Legnica,50000,End of loan
261085,bartosz,nowak,16/17,2016-07-27,Miedz Legnica,Ruch Chorzow,0,loan transfer
261085,bartosz,nowak,15/16,2016-06-30,Stal Mielec,Miedz Legnica,0,End of loan
261085,bartosz,nowak,14/15,2015-02-24,Miedz Legnica,Stal Mielec,100000,loan transfer
261085,bartosz,nowak,13/14,2014-01-13,Polonia Bytom,Miedz Legnica,100000,free transfer
261085,bartosz,nowak,12/13,2013-02-28,Gwarek Zabrze,Polonia Bytom,0,free transfer
261085,bartosz,nowak,11/12,2011-07-01,Gwarek U19,Gwarek Zabrze,0,0
