id,name,dates,marketValue
64104,sasa-balic,2007-12-22,50000
64104,sasa-balic,2010-01-29,50000
64104,sasa-balic,2010-10-17,250000
64104,sasa-balic,2011-02-13,400000
64104,sasa-balic,2011-09-26,850000
64104,sasa-balic,2012-02-28,1000000
64104,sasa-balic,2012-11-19,700000
64104,sasa-balic,2014-01-01,500000
64104,sasa-balic,2014-06-29,500000
64104,sasa-balic,2014-12-24,500000
64104,sasa-balic,2015-06-06,500000
64104,sasa-balic,2015-09-29,650000
64104,sasa-balic,2015-12-21,900000
64104,sasa-balic,2016-03-21,700000
64104,sasa-balic,2016-05-31,400000
64104,sasa-balic,2017-01-20,400000
64104,sasa-balic,2017-07-19,300000
64104,sasa-balic,2018-01-15,300000
64104,sasa-balic,2018-07-02,300000
64104,sasa-balic,2019-01-24,300000
64104,sasa-balic,2019-06-28,400000
64104,sasa-balic,2020-01-14,400000
64104,sasa-balic,2020-04-07,325000
64104,sasa-balic,2020-08-17,400000
64104,sasa-balic,2021-01-18,400000
64104,sasa-balic,2021-05-20,400000
64104,sasa-balic,2021-12-30,300000
64104,sasa-balic,2022-04-06,200000
64104,sasa-balic,2022-06-13,200000
64104,sasa-balic,2022-09-28,150000
64104,sasa-balic,2022-11-15,100000
