id,name,dates,marketValue
146067,kamil-drygas,2010-07-26,50000
146067,kamil-drygas,2011-02-02,400000
146067,kamil-drygas,2013-01-17,350000
146067,kamil-drygas,2013-07-21,400000
146067,kamil-drygas,2014-02-13,450000
146067,kamil-drygas,2014-07-20,550000
146067,kamil-drygas,2015-03-04,550000
146067,kamil-drygas,2015-06-29,700000
146067,kamil-drygas,2016-01-16,600000
146067,kamil-drygas,2016-07-23,600000
146067,kamil-drygas,2017-01-20,650000
146067,kamil-drygas,2017-07-04,600000
146067,kamil-drygas,2018-01-15,500000
146067,kamil-drygas,2018-07-02,500000
146067,kamil-drygas,2019-01-24,750000
146067,kamil-drygas,2019-06-28,900000
146067,kamil-drygas,2020-01-14,600000
146067,kamil-drygas,2020-04-07,475000
146067,kamil-drygas,2020-08-17,550000
146067,kamil-drygas,2021-01-18,700000
146067,kamil-drygas,2021-05-20,800000
146067,kamil-drygas,2021-10-14,950000
146067,kamil-drygas,2021-12-30,750000
146067,kamil-drygas,2022-04-06,900000
146067,kamil-drygas,2022-06-13,700000
146067,kamil-drygas,2022-09-28,500000
146067,kamil-drygas,2022-11-15,400000
