season,date,sourceTeam,destTeam,marketValue,price
23/24,2023-07-01,Lechia Gdansk,Without Club,25000,0
22/23,2022-07-06,Lechia II,Lechia Gdansk,0,0
21/22,2021-07-01,Lechia U19,Lechia II,0,0
20/21,2020-08-01,Lechia Gdańsk Y,Lechia U19,0,0
18/19,2019-01-01,AMSPN Hetman,Lechia Gdańsk Y,0,0
