id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
407080,bartlomiej,burman,22/23,2023-01-17,Skra Czesto.,Retired,50000,0
407080,bartlomiej,burman,22/23,2022-07-01,Warta Poznan,Skra Czesto.,150000,free transfer
407080,bartlomiej,burman,21/22,2022-06-30,Skra Czesto.,Warta Poznan,150000,End of loan
407080,bartlomiej,burman,21/22,2022-01-07,Warta Poznan,Skra Czesto.,100000,loan transfer
407080,bartlomiej,burman,20/21,2021-01-11,Nielba,Warta Poznan,0,0
407080,bartlomiej,burman,20/21,2020-08-05,Lech Poznan II,Nielba,0,free transfer
407080,bartlomiej,burman,19/20,2020-06-30,Nielba,Lech Poznan II,0,End of loan
407080,bartlomiej,burman,19/20,2020-02-10,Lech Poznan II,Nielba,0,loan transfer
407080,bartlomiej,burman,19/20,2019-07-01,Lech U19,Lech Poznan II,0,0
407080,bartlomiej,burman,17/18,2017-10-01,Lech Academy,Lech U19,0,0
