id,name,dates,marketValue
528369,maciej-sliwa,2017-06-28,250000
528369,maciej-sliwa,2019-01-24,50000
528369,maciej-sliwa,2020-02-27,150000
528369,maciej-sliwa,2020-08-26,200000
528369,maciej-sliwa,2021-02-23,200000
528369,maciej-sliwa,2021-06-29,150000
528369,maciej-sliwa,2022-01-13,250000
528369,maciej-sliwa,2022-06-23,400000
528369,maciej-sliwa,2022-09-28,300000
528369,maciej-sliwa,2022-11-15,200000
