season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-07-01,Jagiellonia,Slask Wroclaw,200000,0
20/21,2020-12-19,Jagiellonia II,Jagiellonia,0,0
20/21,2020-11-01,Jagiellonia U19,Jagiellonia II,0,0
20/21,2020-07-01,Białystok Youth,Jagiellonia U19,0,0
