season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-07-01,Cracovia,Radomiak,-,free transfer
17/18,2018-01-21,MKS Polonia U19,Cracovia,-,free transfer
16/17,2016-07-01,Pultusk,MKS Polonia U19,-,free transfer
