id,name,season,competition,gamesPlayed,goals,minutes
75640,artur-sobiech,22/23,Ekstraklasa,3,0,14
75640,artur-sobiech,22/23,Liga Konferencji,2,0,10
75640,artur-sobiech,22/23,Fortuna Puchar Polski,1,0,72
75640,artur-sobiech,22/23,eWinner 2 liga,2,1,150
75640,artur-sobiech,22/23,UECL Kwalifikacje,0,0,0
75640,artur-sobiech,22/23,Kwalifikacje do Ligi Mistrzów,0,0,0
75640,artur-sobiech,22/23,Superpuchar,1,0,58
75640,artur-sobiech,21/22,Ekstraklasa,12,0,105
75640,artur-sobiech,21/22,Fortuna Puchar Polski,3,1,233
75640,artur-sobiech,20/21,Süper Lig,34,9,1963
75640,artur-sobiech,20/21,Türkiye Kupasi,1,0,47
75640,artur-sobiech,19/20,1.Lig Playoff,3,1,244
75640,artur-sobiech,19/20,1.Lig,14,6,1062
75640,artur-sobiech,19/20,Ekstraklasa,18,6,1277
75640,artur-sobiech,19/20,Fortuna Puchar Polski,2,0,88
75640,artur-sobiech,19/20,Kwalifikacje do Ligi Europy,2,0,39
75640,artur-sobiech,19/20,Superpuchar,1,0,31
75640,artur-sobiech,18/19,Ekstraklasa,26,7,1517
75640,artur-sobiech,18/19,Fortuna Puchar Polski,4,3,214
75640,artur-sobiech,17/18,2. Bundesliga,22,2,1097
75640,artur-sobiech,17/18,DFB-Pokal,1,1,68
75640,artur-sobiech,16/17,2. Bundesliga,23,2,979
75640,artur-sobiech,16/17,DFB-Pokal,2,1,102
75640,artur-sobiech,15/16,Bundesliga,25,7,1632
75640,artur-sobiech,15/16,DFB-Pokal,2,1,26
75640,artur-sobiech,14/15,Bundesliga,19,2,522
75640,artur-sobiech,14/15,DFB-Pokal,1,0,32
75640,artur-sobiech,13/14,Regionalliga Nord,1,2,90
75640,artur-sobiech,13/14,Bundesliga,17,3,1031
75640,artur-sobiech,13/14,DFB-Pokal,1,1,31
75640,artur-sobiech,12/13,Bundesliga,25,5,913
75640,artur-sobiech,12/13,Liga Europy,9,3,326
75640,artur-sobiech,12/13,DFB-Pokal,2,0,62
75640,artur-sobiech,12/13,Kwalifikacje do Ligi Europy,1,0,44
75640,artur-sobiech,11/12,Bundesliga,12,1,214
75640,artur-sobiech,11/12,Liga Europy,6,2,168
75640,artur-sobiech,11/12,RL Nord (bis 11/12),3,1,237
75640,artur-sobiech,10/11,Ekstraklasa,23,9,1814
75640,artur-sobiech,10/11,Fortuna Puchar Polski,4,0,364
75640,artur-sobiech,10/11,Kwalifikacje do Ligi Europy,4,1,359
75640,artur-sobiech,09/10,Fortuna Puchar Polski,6,2,409
75640,artur-sobiech,09/10,Ekstraklasa,28,10,2194
75640,artur-sobiech,08/09,Ekstraklasa,19,2,542
75640,artur-sobiech,08/09,Fortuna Puchar Polski,1,0,35
