id,name,season,competition,gamesPlayed,goals,minutes
566400,patryk-prange,21/22,3 Liga - Grupa II,0,0,0
566400,patryk-prange,21/22,Fortuna Puchar Polski,0,0,0
566400,patryk-prange,21/22,Ekstraklasa,0,0,0
566400,patryk-prange,20/21,CLJ,6,0,0
566400,patryk-prange,19/20,CLJ,2,0,0
