id,name,dates,marketValue
366287,danijel-loncar,2018-03-17,50000
366287,danijel-loncar,2018-09-24,200000
366287,danijel-loncar,2019-03-10,400000
366287,danijel-loncar,2019-09-15,400000
366287,danijel-loncar,2019-12-26,300000
366287,danijel-loncar,2020-07-26,300000
366287,danijel-loncar,2020-12-27,450000
366287,danijel-loncar,2021-06-09,450000
366287,danijel-loncar,2021-12-29,1000000
366287,danijel-loncar,2022-03-21,1500000
366287,danijel-loncar,2022-06-05,1500000
366287,danijel-loncar,2022-11-07,1500000
