id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
264796,rafal,augustyniak,22/23,2022-07-30,Ural,Legia Warszawa,1700000,free transfer
264796,rafal,augustyniak,19/20,2019-07-01,Miedz Legnica,Ural,300000,500000
264796,rafal,augustyniak,18/19,2018-07-01,Jagiellonia,Miedz Legnica,175000,63000
264796,rafal,augustyniak,17/18,2018-06-30,Miedz Legnica,Jagiellonia,175000,End of loan
264796,rafal,augustyniak,17/18,2017-07-06,Jagiellonia,Miedz Legnica,200000,loan transfer
264796,rafal,augustyniak,16/17,2017-06-30,Wigry Suwalki,Jagiellonia,175000,End of loan
264796,rafal,augustyniak,16/17,2016-07-04,Jagiellonia,Wigry Suwalki,150000,loan transfer
264796,rafal,augustyniak,15/16,2016-06-30,Pogon Siedlce,Jagiellonia,150000,End of loan
264796,rafal,augustyniak,15/16,2016-01-12,Jagiellonia,Pogon Siedlce,150000,loan transfer
264796,rafal,augustyniak,14/15,2015-01-23,Widzew Lodz,Jagiellonia,100000,50000
264796,rafal,augustyniak,13/14,2013-07-17,Widzew II,Widzew Lodz,0,0
264796,rafal,augustyniak,12/13,2013-06-30,Pogon Siedlce,Widzew II,0,End of loan
264796,rafal,augustyniak,12/13,2012-07-18,Widzew II,Pogon Siedlce,0,loan transfer
264796,rafal,augustyniak,11/12,2011-07-01,Pogon Z. W.,Widzew II,0,0
