id,name,season,competition,gamesPlayed,goals,minutes
90330,jonatan-kotzke,22/23,Ekstraklasa,13,0,803
90330,jonatan-kotzke,22/23,Fortuna Puchar Polski,2,0,34
90330,jonatan-kotzke,21/22,2. Bundesliga,11,0,633
90330,jonatan-kotzke,21/22,DFB-Pokal,0,0,0
90330,jonatan-kotzke,21/22,Bayernliga Süd,1,0,90
90330,jonatan-kotzke,20/21,Relegation 2. Bundesliga,1,0,36
90330,jonatan-kotzke,20/21,3. Liga,19,0,1127
90330,jonatan-kotzke,20/21,Bayernliga Süd,3,2,240
90330,jonatan-kotzke,20/21,DFB-Pokal,0,0,0
90330,jonatan-kotzke,19/20,Relegation 2. Bundesliga,1,0,15
90330,jonatan-kotzke,19/20,3. Liga,10,0,339
90330,jonatan-kotzke,19/20,Bayernpokal,1,0,90
90330,jonatan-kotzke,19/20,DFB-Pokal,0,0,0
90330,jonatan-kotzke,18/19,Relegation 2. Bundesliga,1,0,9
90330,jonatan-kotzke,18/19,2. Bundesliga,12,1,997
90330,jonatan-kotzke,18/19,Regionalliga Bayern,18,3,1575
90330,jonatan-kotzke,17/18,Regionalliga Bayern,32,4,2829
90330,jonatan-kotzke,16/17,Regionalliga Südwest,28,2,2297
90330,jonatan-kotzke,15/16,3. Liga,15,1,1150
90330,jonatan-kotzke,14/15,3. Liga,3,0,102
90330,jonatan-kotzke,14/15,Hessenpokal,0,0,0
90330,jonatan-kotzke,14/15,Hessenliga,2,2,146
90330,jonatan-kotzke,13/14,3. Liga,26,2,2202
90330,jonatan-kotzke,12/13,2. Bundesliga,18,0,1557
90330,jonatan-kotzke,12/13,DFB-Pokal,1,0,90
90330,jonatan-kotzke,11/12,Regionalliga Süd,25,2,2200
90330,jonatan-kotzke,11/12,2. Bundesliga,1,0,22
90330,jonatan-kotzke,11/12,DFB-Pokal,0,0,0
90330,jonatan-kotzke,10/11,Regionalliga Süd,26,0,2072
90330,jonatan-kotzke,09/10,Regionalliga Süd,18,1,1349
90330,jonatan-kotzke,08/09,Regionalliga Süd,16,0,1032
90330,jonatan-kotzke,08/09,DFB-Pokal der Junioren,1,0,90
90330,jonatan-kotzke,08/09,2. Bundesliga,0,0,0
