id,firstName,lastName,season,competition,gamesPlayed,goals,minutes
805834,slawomir,abramowicz,22/23,Ekstraklasa,0,0,0
805834,slawomir,abramowicz,22/23,3 Liga - Grupa I,8,0,1
805834,slawomir,abramowicz,22/23,Fortuna Puchar Polski,2,0,1
805834,slawomir,abramowicz,21/22,3 Liga - Grupa I,17,0,5
805834,slawomir,abramowicz,21/22,Ekstraklasa,0,0,0
805834,slawomir,abramowicz,21/22,3 Liga - Grupa I,0,0,0
805834,slawomir,abramowicz,20/21,3 Liga - Grupa I,13,0,6
