id,name,season,competition,gamesPlayed,goals
454388,maciej-zurawski,2022,Ekstraklasa,15,2
454388,maciej-zurawski,2022,Fortuna Puchar Polski,2,0
454388,maciej-zurawski,2021,Ekstraklasa,20,3
454388,maciej-zurawski,2021,3 Liga - Grupa II,2,0
454388,maciej-zurawski,2021,Fortuna Puchar Polski,1,0
454388,maciej-zurawski,2021,UECL Kwalifikacje,-,0
454388,maciej-zurawski,2020,Ekstraklasa,22,1
454388,maciej-zurawski,2020,Fortuna Puchar Polski,2,0
454388,maciej-zurawski,2020,3 Liga - Grupa II,2,0
454388,maciej-zurawski,2019,Ekstraklasa,9,0
454388,maciej-zurawski,2019,3 Liga - Grupa II,8,0
454388,maciej-zurawski,2018,3 Liga - Grupa II,17,3
454388,maciej-zurawski,2018,CLJ,3,1
454388,maciej-zurawski,2018,Ekstraklasa,1,0
454388,maciej-zurawski,2017,3 Liga - Grupa II,11,0
454388,maciej-zurawski,2017,CLJ - Grupa Zachodnia,8,0
454388,maciej-zurawski,2016,CLJ - Grupa Zachodnia,12,5
454388,maciej-zurawski,2016,CLJ - Runda Finałowa,4,0
