season,date,sourceTeam,destTeam,marketValue,price
19/20,2019-07-01,Lech Poznan,Lechia Gdansk,500000,free transfer
15/16,2015-08-31,Jagiellonia,Lech Poznan,800000,500000
12/13,2012-07-01,Rakow,Jagiellonia,-,50000
09/10,2009-07-01,Rakow U19,Rakow,-,-
