id,firstName,lastName,dates,marketValue
236891,maciej,gajos,2012-09-08,50000
236891,maciej,gajos,2013-02-07,50000
236891,maciej,gajos,2013-07-21,250000
236891,maciej,gajos,2014-02-13,300000
236891,maciej,gajos,2014-07-20,400000
236891,maciej,gajos,2015-03-04,700000
236891,maciej,gajos,2015-06-29,800000
236891,maciej,gajos,2016-01-09,1000000
236891,maciej,gajos,2016-03-27,1000000
236891,maciej,gajos,2016-07-23,900000
236891,maciej,gajos,2017-01-20,900000
236891,maciej,gajos,2017-07-04,800000
236891,maciej,gajos,2018-01-15,750000
236891,maciej,gajos,2018-07-02,750000
236891,maciej,gajos,2019-01-24,500000
236891,maciej,gajos,2019-06-28,500000
236891,maciej,gajos,2020-01-14,400000
236891,maciej,gajos,2020-04-07,325000
236891,maciej,gajos,2020-08-17,450000
236891,maciej,gajos,2021-01-18,450000
236891,maciej,gajos,2021-05-20,450000
236891,maciej,gajos,2021-10-14,550000
236891,maciej,gajos,2021-12-30,600000
236891,maciej,gajos,2022-04-06,500000
236891,maciej,gajos,2022-06-13,500000
236891,maciej,gajos,2022-11-15,600000
