season,date,sourceTeam,destTeam,marketValue,price
20/21,2021-06-30,Blekitni,Pogon Szczecin,50000,End of loan
20/21,2021-02-24,Pogon Szczecin,Blekitni,50000,loan transfer
20/21,2020-08-01,Garbarnia,Pogon Szczecin,25000,free transfer
18/19,2018-11-08,Garbarnia U19,Garbarnia,0,0
