season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-07-01,Termalica,Stal Mielec,300000,free transfer
18/19,2018-10-10,Jagiellonia,Termalica,300000,free transfer
17/18,2017-08-17,Wisla Plock,Jagiellonia,300000,50000
13/14,2013-07-11,Radomiak,Wisla Plock,50000,free transfer
11/12,2012-01-26,Widzew Lodz,Radomiak,50000,8000
11/12,2011-12-31,Radomiak,Widzew Lodz,50000,End of loan
11/12,2011-07-29,Widzew Lodz,Radomiak,50000,loan transfer
09/10,2010-01-01,Radomiak,Widzew Lodz,0,15000
