season,date,sourceTeam,destTeam,marketValue,price
21/22,2022-01-01,Lechia Gdansk,Jagiellonia,350000,free transfer
18/19,2018-07-01,Korona Kielce,Lechia Gdansk,250000,free transfer
17/18,2017-07-08,Without Club,Korona Kielce,300000,0
16/17,2016-08-31,1.FC K'lautern,Without Club,300000,0
15/16,2015-07-01,Bor. Dortmund,1.FC K'lautern,400000,200000
12/13,2012-07-01,B. Dortmund II,Bor. Dortmund,100000,0
10/11,2010-07-01,B. Dortmund U19,B. Dortmund II,0,0
08/09,2008-07-01,B. Dortmund U17,B. Dortmund U19,0,0
06/07,2006-07-01,FSV Witten Yth.,B. Dortmund U17,0,free transfer
