id,name,dates,marketValue
217529,mateusz-abramowicz,2015-03-04,50000
217529,mateusz-abramowicz,2015-06-29,50000
217529,mateusz-abramowicz,2016-01-09,50000
217529,mateusz-abramowicz,2016-03-27,100000
217529,mateusz-abramowicz,2016-09-03,100000
217529,mateusz-abramowicz,2017-03-01,125000
217529,mateusz-abramowicz,2017-08-15,100000
217529,mateusz-abramowicz,2018-01-24,100000
217529,mateusz-abramowicz,2018-07-02,100000
217529,mateusz-abramowicz,2019-01-19,0
217529,mateusz-abramowicz,2019-02-20,100000
217529,mateusz-abramowicz,2019-07-17,100000
217529,mateusz-abramowicz,2020-02-27,75000
217529,mateusz-abramowicz,2021-02-14,75000
217529,mateusz-abramowicz,2021-06-29,25000
217529,mateusz-abramowicz,2022-01-12,50000
217529,mateusz-abramowicz,2022-06-23,50000
217529,mateusz-abramowicz,2022-11-15,200000
