id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
239215,marcin,cebula,20/21,2020-08-01,Korona Kielce,Rakow,300000,free transfer
239215,marcin,cebula,12/13,2012-11-10,Korona Kielce II,Korona Kielce,50000,0
239215,marcin,cebula,11/12,2012-03-01,Korona U19,Korona Kielce II,0,0
239215,marcin,cebula,09/10,2010-01-01,Korona Youth,Korona U19,0,0
