id,name,season,competition,gamesPlayed,goals
258002,luis-mata,2022,Ekstraklasa,13,0
258002,luis-mata,2022,UECL Kwalifikacje,4,0
258002,luis-mata,2022,Fortuna Puchar Polski,1,0
258002,luis-mata,2021,Ekstraklasa,30,0
258002,luis-mata,2021,UECL Kwalifikacje,2,0
258002,luis-mata,2020,Ekstraklasa,18,0
258002,luis-mata,2020,3 Liga - Grupa II,2,0
258002,luis-mata,2020,Fortuna Puchar Polski,1,0
258002,luis-mata,2019,Liga Sabseg,23,0
258002,luis-mata,2018,2ª B - Grupo IV,12,0
258002,luis-mata,2018,Promoción LaLiga2,4,0
258002,luis-mata,2018,Puchar Króla,1,0
258002,luis-mata,2018,Liga Sabseg,-,0
258002,luis-mata,2017,Liga Sabseg,23,1
258002,luis-mata,2017,Liga Mistrzów,-,0
258002,luis-mata,2016,Liga Sabseg,33,0
258002,luis-mata,2015,Liga Młodzieżowa UEFA,5,0
258002,luis-mata,2015,Liga Sabseg,-,0
258002,luis-mata,2014,Liga Młodzieżowa UEFA,2,0
258002,luis-mata,2013,Liga Sabseg,-,0
258002,luis-mata,2012,45,07.07.2012,D
258002,luis-mata,2012,43,09.07.2012,D
258002,luis-mata,2012,46,12.07.2012,D
258002,luis-mata,2012,47,15.07.2012,D
258002,luis-mata,2012,44,29.08.2012,W
258002,luis-mata,2012,3,31.08.2012,W
258002,luis-mata,2012,1,02.09.2012,W
258002,luis-mata,2011,40,18.10.2011,D
258002,luis-mata,2011,48,20.10.2011,D
258002,luis-mata,2011,8,22.11.2011,D
258002,luis-mata,2011,9,24.11.2011,D
258002,luis-mata,2011,47,17.01.2012,D
258002,luis-mata,2011,46,19.01.2012,D
258002,luis-mata,2011,15,03.02.2012,W
258002,luis-mata,2011,45,05.02.2012,D
258002,luis-mata,2011,44,07.02.2012,W
258002,luis-mata,2011,43,04.04.2012,D
258002,luis-mata,2011,42,05.04.2012,D
258002,luis-mata,2011,41,07.04.2012,W
258002,luis-mata,2011,14,09.04.2012,D
258002,luis-mata,2011,10,01.05.2012,D
258002,luis-mata,2011,11,03.05.2012,D
