id,firstName,lastName,season,competition,gamesPlayed,goals,minutes
316445,matej,rodin,22/23,Jupiler Pro League,8,0,720
316445,matej,rodin,22/23,Ekstraklasa,14,1,1209
316445,matej,rodin,21/22,Ekstraklasa,32,2,2880
316445,matej,rodin,21/22,Fortuna Puchar Polski,1,0,120
316445,matej,rodin,20/21,Ekstraklasa,23,0,2060
316445,matej,rodin,20/21,Fortuna Puchar Polski,3,1,270
316445,matej,rodin,20/21,Superpuchar,1,0,90
316445,matej,rodin,20/21,Hrvatski nogometni kup,0,0,0
316445,matej,rodin,20/21,SuperSport HNL,2,0,180
316445,matej,rodin,19/20,SuperSport HNL,13,0,1002
316445,matej,rodin,19/20,Puchar Włoch,0,0,0
316445,matej,rodin,19/20,Serie B,0,0,0
316445,matej,rodin,18/19,Premijer Liga,24,3,2024
316445,matej,rodin,18/19,Kup BIH,1,0,90
316445,matej,rodin,18/19,Kwalifikacje do Ligi Europy,1,0,90
316445,matej,rodin,17/18,Premijer Liga,14,2,1260
316445,matej,rodin,17/18,Prva Liga,2,0,108
316445,matej,rodin,16/17,Prva NL,26,1,2243
316445,matej,rodin,16/17,Hrvatski nogometni kup,2,0,156
316445,matej,rodin,16/17,1.HNL,0,0,0
316445,matej,rodin,15/16,SuperSport HNL,0,0,0
316445,matej,rodin,15/16,Prva liga FBIH,14,2,1260
316445,matej,rodin,15/16,Kup BIH,2,0,180
316445,matej,rodin,14/15,Prva liga FBIH,17,2,1364
316445,matej,rodin,13/14,Prva liga FBIH,11,0,903
