id,name,season,competition,gamesPlayed,goals,minutes
392576,jani-atanasov,22/23,Ekstraklasa,3,0,162
392576,jani-atanasov,22/23,SuperSport HNL,11,2,307
392576,jani-atanasov,22/23,Hrvatski nogometni kup,2,0,180
392576,jani-atanasov,22/23,UECL Kwalifikacje,3,0,30
392576,jani-atanasov,21/22,Hrvatski nogometni kup,4,2,203
392576,jani-atanasov,21/22,1. HNL,21,0,927
392576,jani-atanasov,21/22,UECL Kwalifikacje,2,0,23
392576,jani-atanasov,20/21,SuperSport HNL,23,2,1058
392576,jani-atanasov,20/21,Hrvatski nogometni kup,1,0,90
392576,jani-atanasov,20/21,Kwalifikacje do Ligi Europy,2,0,19
392576,jani-atanasov,19/20,1.Lig,8,0,381
392576,jani-atanasov,19/20,Türkiye Kupasi,4,0,288
392576,jani-atanasov,18/19,Süper Lig,3,0,21
392576,jani-atanasov,18/19,U21 Süper Lig,14,4,1093
392576,jani-atanasov,18/19,Türkiye Kupasi,0,0,0
392576,jani-atanasov,17/18,Prva liga,29,4,2586
