id,name,season,competition,gamesPlayed,goals,minutes
384791,adrian-lyszczarz,22/23,Ekstraklasa,10,1,274
384791,adrian-lyszczarz,22/23,Fortuna Puchar Polski,2,0,35
384791,adrian-lyszczarz,22/23,eWinner 2 liga,3,0,163
384791,adrian-lyszczarz,21/22,Ekstraklasa,20,5,363
384791,adrian-lyszczarz,21/22,eWinner 2 liga,5,2,446
384791,adrian-lyszczarz,21/22,Fortuna Puchar Polski,1,0,7
384791,adrian-lyszczarz,21/22,UECL Kwalifikacje,1,0,0
384791,adrian-lyszczarz,20/21,eWinner 2 liga,27,7,1948
384791,adrian-lyszczarz,20/21,Ekstraklasa,2,0,14
384791,adrian-lyszczarz,20/21,Fortuna Puchar Polski,1,0,62
384791,adrian-lyszczarz,19/20,Ekstraklasa,4,0,70
384791,adrian-lyszczarz,19/20,3 Liga - Grupa III,3,0,245
384791,adrian-lyszczarz,18/19,Fortuna 1 Liga,15,1,919
384791,adrian-lyszczarz,18/19,Fortuna Puchar Polski,2,0,240
384791,adrian-lyszczarz,17/18,CLJ - Grupa Zachodnia,3,0,205
384791,adrian-lyszczarz,17/18,Ekstraklasa,10,0,158
384791,adrian-lyszczarz,17/18,Fortuna Puchar Polski,1,0,70
384791,adrian-lyszczarz,16/17,Ekstraklasa,2,0,36
384791,adrian-lyszczarz,16/17,3 Liga - Grupa III,15,1,1149
384791,adrian-lyszczarz,16/17,CLJ - Grupa Zachodnia,7,1,612
384791,adrian-lyszczarz,15/16,CLJ - Grupa Zachodnia,28,5,1853
