id,name,season,competition,gamesPlayed,goals
532377,dominik-sokol,2022,Ekstraklasa,7,0
532377,dominik-sokol,2022,Fortuna Puchar Polski,2,1
532377,dominik-sokol,2021,Ekstraklasa,22,1
532377,dominik-sokol,2021,Fortuna Puchar Polski,1,0
532377,dominik-sokol,2020,Fortuna 1 Liga,25,3
532377,dominik-sokol,2020,Fortuna Puchar Polski,3,1
532377,dominik-sokol,2019,eWinner 2 liga,12,4
532377,dominik-sokol,2019,Fortuna 1 Liga,8,0
532377,dominik-sokol,2019,Baraze o udzial w Ekstraklasie,2,0
532377,dominik-sokol,2018,eWinner 2 liga,26,2
532377,dominik-sokol,2018,Fortuna Puchar Polski,1,0
532377,dominik-sokol,2017,eWinner 2 liga,4,0
