id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
169362,luka,zahovic,20/21,2020-10-01,NK Maribor,Pogon Szczecin,1300000,free transfer
169362,luka,zahovic,16/17,2017-02-27,Heerenveen,NK Maribor,1500000,250000
169362,luka,zahovic,16/17,2017-02-26,NK Maribor,Heerenveen,1500000,End of loan
169362,luka,zahovic,16/17,2016-08-23,Heerenveen,NK Maribor,500000,loan transfer
169362,luka,zahovic,15/16,2015-08-07,NK Maribor,Heerenveen,800000,700000
169362,luka,zahovic,13/14,2014-06-30,Verzej,NK Maribor,100000,End of loan
169362,luka,zahovic,13/14,2013-07-20,NK Maribor,Verzej,0,loan transfer
169362,luka,zahovic,13/14,2013-07-01,NK Maribor U19,NK Maribor,0,0
169362,luka,zahovic,07/08,2007-07-01,Benfica U17,NK Maribor U19,0,free transfer
