id,name,season,competition,gamesPlayed,goals
562483,frank-castaneda,2022,Thai League,9,3
562483,frank-castaneda,2022,Thai FA Cup,2,2
562483,frank-castaneda,2022,Thai League Cup,1,0
562483,frank-castaneda,2021,Super Liga,17,6
562483,frank-castaneda,2021,Ekstraklasa,13,4
562483,frank-castaneda,2021,Kwalifikacje do Ligi Mistrzów,7,2
562483,frank-castaneda,2021,Liga Mistrzów,5,0
562483,frank-castaneda,2021,Thailand Champions Cup,1,0
562483,frank-castaneda,2021,Superpuchar Mołdawii,1,0
562483,frank-castaneda,2021,Puchar Mołdawii,1,1
562483,frank-castaneda,2020,Super Liga,35,28
562483,frank-castaneda,2020,Puchar Mołdawii,4,4
562483,frank-castaneda,2020,Kwalifikacje do Ligi Mistrzów,2,1
562483,frank-castaneda,2020,Kwalifikacje do Ligi Europy,1,0
562483,frank-castaneda,2019,Fortuna Liga,17,8
562483,frank-castaneda,2019,Slovnaft Cup,4,1
562483,frank-castaneda,2018,Fortuna Liga,22,3
562483,frank-castaneda,2018,Fort. Liga - Releg. G.,8,2
562483,frank-castaneda,2018,Slovnaft Cup,7,7
562483,frank-castaneda,2017,Fort. Liga - Releg. G.,5,5
562483,frank-castaneda,2017,Fortuna L. - Rel. Playoff,2,0
562483,frank-castaneda,2017,Fortuna Liga,1,0
562483,frank-castaneda,2016,Torneo DIMAYOR II,1,0
562483,frank-castaneda,2015,Torneo DIMAYOR I,4,1
