id,name,dates,marketValue
562483,frank-castaneda,2018-06-27,100000
562483,frank-castaneda,2018-12-29,150000
562483,frank-castaneda,2019-06-24,150000
562483,frank-castaneda,2019-12-14,350000
562483,frank-castaneda,2020-04-07,300000
562483,frank-castaneda,2020-08-10,550000
562483,frank-castaneda,2020-12-14,700000
562483,frank-castaneda,2021-05-23,1000000
562483,frank-castaneda,2021-10-17,1200000
562483,frank-castaneda,2021-12-24,1200000
562483,frank-castaneda,2022-04-06,900000
562483,frank-castaneda,2022-06-13,900000
562483,frank-castaneda,2023-01-22,800000
